date,pool_size,converged,converged_round,max_adjacent_difference_yuan,mean_adjacent_difference_yuan,min_adjacent_difference_yuan,max_slope_positive_violation,max_slope_monotone_violation_interior,boundary_slope_jump,canonical_tangent_count,effective_tangent_count,value_at_s_min_yuan,value_at_s_max_yuan,round,n_points,grid_step,new_effective_tangents,envelope_increase_yuan,max_envelope_deficit_yuan
2025-02-25,48,True,4,1081.577853,544.7820181,93.94470321,4.196651676e-07,0,0.08551197932,5,5,61005.82359,58826.69552,0,5,2400,-1,-1,0
2025-02-25,48,True,4,566.1661505,272.391009,25.38891551,4.196651676e-07,0,0.03321808319,9,9,61005.82359,58826.69552,1,9,1200,4,43.70214834,0
2025-02-25,48,True,4,283.1656775,136.1955045,8.748725307,4.196651676e-07,0,0.01500809437,17,17,61005.82359,58826.69552,2,17,600,8,10.24744701,0
2025-02-25,48,True,4,141.6003312,68.09775226,4.301078835,4.196651676e-07,0,0.01456763427,32,32,61005.82359,58826.69552,3,33,300,15,6.326060456,0
2025-02-25,48,True,4,70.80016567,34.04887613,2.128480708,4.196651676e-07,0,0.01424838565,59,59,61005.82359,58826.69552,4,65,150,27,1.033987834,2.910383046e-11
2025-02-26,49,True,4,1094.140923,475.2333594,78.7458783,5.287986538e-07,0,0.06520043027,5,5,59995.23257,58094.29913,0,5,2400,-1,-1,0
2025-02-26,49,True,4,566.2066524,237.6166797,21.63683339,5.287986538e-07,0,0.0300113009,9,9,59995.23257,58094.29913,1,9,1200,4,21.40108938,0
2025-02-26,49,True,4,283.2006528,118.8083399,8.08894504,5.287986538e-07,0,0.01419523869,17,17,59995.23257,58094.29913,2,17,600,8,17.81115528,0
2025-02-26,49,True,4,141.6003317,59.40416993,3.949754869,5.287986538e-07,0,0.0135333232,30,30,59995.23257,58094.29913,3,33,300,13,2.085262174,2.182787284e-11
2025-02-26,49,True,4,70.80016593,29.70208497,1.941046812,5.287986538e-07,0,0.01331018336,55,55,59995.23257,58094.29913,4,65,150,25,1.308734101,7.275957614e-12
2025-02-27,50,True,4,1090.502435,461.4423512,72.94772758,5.252473753e-07,0,0.05315475868,5,5,59585.36534,57739.59594,0,5,2400,-1,-1,0
2025-02-27,50,True,4,566.1552088,230.7211756,21.69257645,5.252473753e-07,0,0.02588932559,9,9,59585.36534,57739.59594,1,9,1200,4,52.42106456,0
2025-02-27,50,True,4,283.1547664,115.3605878,7.517858582,5.252473753e-07,0,0.01913053458,17,17,59585.36534,57739.59594,2,17,600,8,22.67551513,0
2025-02-27,50,True,4,141.6003317,57.6802939,2.972709662,5.252473753e-07,0,0.01025372632,32,32,59585.36534,57739.59594,3,33,300,15,7.298385598,0
2025-02-27,50,True,4,70.80016592,28.84014695,1.460035863,5.252473753e-07,0,0.01001263843,60,60,59585.36534,57739.59594,4,65,150,28,1.775088401,0
2025-02-28,51,True,4,555.8973702,314.9149262,216.0479221,5.95146899e-07,0,0.0924363616,5,5,34136.51615,32876.85644,0,5,2400,-1,-1,0
2025-02-28,51,True,4,390.0838256,157.4574631,106.7085639,5.95146899e-07,0,0.08995305162,9,9,34136.51615,32876.85644,1,9,1200,4,44.50549752,0
2025-02-28,51,True,4,254.23718,78.72873155,53.07126847,5.95146899e-07,0,0.08903002164,17,17,34136.51615,32876.85644,2,17,600,8,30.49428082,0
2025-02-28,51,True,4,130.4703334,39.36436577,26.44472667,5.95146899e-07,0,0.08854992564,33,33,34136.51615,32876.85644,3,33,300,16,12.03354882,0
2025-02-28,51,True,4,66.4483958,19.68218289,13.19672997,5.95146899e-07,0,0.08804578699,64,64,34136.51615,32876.85644,4,65,150,31,2.952422362,0
2025-03-01,28,True,4,515.0703957,291.2513088,202.4535588,5.910261477e-07,0,0.08655825773,5,5,33353.27524,32188.27001,0,5,2400,-1,-1,0
2025-03-01,28,True,4,388.1257228,145.6256544,100.0477325,5.910261477e-07,0,0.0843242395,9,9,33353.27524,32188.27001,1,9,1200,4,9.887406094,0
2025-03-01,28,True,4,255.1959368,72.8128272,49.7923824,5.910261477e-07,0,0.08342878703,17,17,33353.27524,32188.27001,2,17,600,8,43.58753045,3.637978807e-12
2025-03-01,28,True,4,135.8995638,36.4064136,24.81671143,5.910261477e-07,0,0.08293862465,33,33,33353.27524,32188.27001,3,33,300,16,21.85846953,3.637978807e-12
2025-03-01,28,True,4,70.05142345,18.2032068,12.38607096,5.910261477e-07,0,0.08279009042,64,64,33353.27524,32188.27001,4,65,150,31,1.275741021,3.637978807e-12
2025-03-02,29,True,4,966.3614351,322.5076337,9.925917034,4.669858674e-07,0,0.006176537658,5,5,58485.15968,57195.12915,0,5,2400,-1,-1,0
2025-03-02,29,True,4,546.379111,161.2538169,3.142386772,4.669858674e-07,0,0.00492613378,9,9,58485.15968,57195.12915,1,9,1200,4,54.14845316,0
2025-03-02,29,True,4,282.9698355,80.62690843,0.8538359135,4.669858674e-07,0,0.001527072069,17,17,58485.15968,57195.12915,2,17,600,8,13.58615275,0
2025-03-02,29,True,4,141.5054324,40.31345421,0.4030691926,4.669858674e-07,0,0.001488925841,32,32,58485.15968,57195.12915,3,33,300,15,2.633277404,0
2025-03-02,29,True,4,70.75526713,20.15672711,0.1812272044,4.669858674e-07,0,0.001457608161,60,60,58485.15968,57195.12915,4,65,150,28,1.4529512,2.182787284e-11
2025-03-03,30,True,4,1091.393058,394.9345947,25.54431795,4.56778542e-07,0,0.01903638701,5,5,59162.65764,57582.91926,0,5,2400,-1,-1,0
2025-03-03,30,True,4,566.2426372,197.4672974,5.693738124,4.56778542e-07,0,0.00607323065,9,9,59162.65764,57582.91926,1,9,1200,4,102.7804145,0
2025-03-03,30,True,4,283.2006614,98.73364868,2.166764575,4.56778542e-07,0,0.005682789282,17,17,59162.65764,57582.91926,2,17,600,8,29.8720736,0
2025-03-03,30,True,4,141.6003308,49.36682434,0.8584303378,4.56778542e-07,0,0.003206001427,32,32,59162.65764,57582.91926,3,33,300,15,9.429404867,0
2025-03-03,30,True,4,70.80016548,24.68341217,0.3859711432,4.56778542e-07,0,0.003132052366,59,59,59162.65764,57582.91926,4,65,150,27,1.460119092,2.182787284e-11
2025-03-04,31,True,4,1085.359762,423.8321393,43.7601844,4.685559788e-07,0,0.04123183012,5,5,59703.58792,58008.25936,0,5,2400,-1,-1,0
