date,es_equal,es_legacy,es_revised,pool_size,k_eff_legacy,k_eff_revised,improvement_revised_vs_equal_pct,improvement_revised_vs_legacy_pct,improvement_legacy_vs_equal_pct
2025-08-09,2803.420152,1853.088103,943.7187342,39,8.706150003,1.018249762,66.33687841,49.07318584,33.89902325
2025-08-10,751.4207386,581.784494,657.9376301,40,8.055728514,3.088723578,12.44084754,-13.08957816,22.57540095
2025-08-11,793.6648655,607.4578991,577.4245667,41,8.673026435,3.975086034,27.24579457,4.944101057,23.46166179
2025-08-12,668.4267811,1372.760574,550.4541613,42,9.544867435,5.168103321,17.6492958,59.90166298,-105.3718691
2025-08-13,675.5765913,894.286837,501.8339573,43,14.28554256,7.002833475,25.7176812,43.88445222,-32.37386383
2025-08-14,766.3072528,882.7477496,516.6056909,44,14.92814595,7.745761748,32.58504483,41.47754088,-15.19501433
2025-08-15,2996.247014,2567.624494,503.8013381,45,15.63590645,2.848392376,83.18558731,80.3786987,14.30531323
2025-08-16,2901.681887,1905.51965,550.4196709,46,10.1031844,3.702851896,81.03101262,71.11445841,34.33051161
2025-08-17,832.1586194,596.8854209,541.0176317,47,9.16153419,9.303999431,34.9862371,9.359885022,28.27263854
2025-08-18,811.3915824,567.5700637,509.3705203,48,9.950377452,9.882912147,37.22260233,10.25416017,30.04979642
2025-08-19,668.0533166,1216.881679,377.9745786,49,11.20640369,11.21209365,43.42149507,68.93908543,-82.15337738
2025-08-20,789.2326079,1066.368111,713.5587445,50,16.58448532,12.02984097,9.588283939,33.08513849,-35.11455307
2025-08-21,653.8178172,791.184327,449.1416483,51,17.34867172,15.6062609,31.30477076,43.23173083,-21.00990615
2025-08-22,2517.16791,2179.956308,531.5244853,52,18.14961914,6.058754386,78.88402743,75.6176542,13.39646832
2025-08-23,2288.411292,1413.339551,566.151844,53,11.89678509,7.775695957,75.26004849,59.94226274,38.2392686
2025-08-24,888.261902,664.3421418,673.4261607,54,10.76072812,20.9698267,24.1860808,-1.36737056,25.20875428
2025-08-25,786.5651479,644.5641514,582.0668667,55,11.75962393,20.55534548,25.99889936,9.696053465,18.05330389
2025-08-26,716.0089794,1297.192079,469.3121249,56,13.13190669,27.15988255,34.45443585,63.8209227,-81.16980597
2025-08-27,748.4234047,950.2759891,480.3834152,57,19.2379867,27.64830095,35.81395074,49.44801082,-26.97037307
2025-08-28,912.2892763,1105.644022,693.1235064,58,20.14790857,27.0385807,24.02371436,37.31042787,-21.19445556
2025-08-29,2327.00194,2009.97162,532.4468997,59,20.91754935,13.72646742,77.11875996,73.50973047,13.62398178
2025-08-30,2675.963541,1800.617905,735.9183934,60,14.12780176,13.61161953,72.49893797,59.12967481,32.71141861
2025-08-31,719.9107774,481.1922653,457.0038881,61,11.93618008,27.1789219,36.51937123,5.026759351,33.15945804
2025-09-01,953.7854338,1038.031542,1034.123177,31,8.978040368,13.26358891,-8.42304148,0.3765169825,-8.832815513
2025-09-02,940.0376765,1043.15356,936.6379936,32,15.49988468,16.63464163,0.3616538937,10.21091917,-10.96933523
2025-09-03,834.9015652,1213.993136,693.7261684,33,13.47803396,15.00894684,16.90922651,42.85584095,-45.40554077
2025-09-04,878.2592829,1026.571874,724.4238251,34,10.99693848,11.18652161,17.51595011,29.43272232,-16.88710773
2025-09-05,2909.835037,2488.36633,1089.842413,35,10.8476884,5.168812583,62.54624748,56.20249317,14.48428179
2025-09-06,2812.954075,4402.332317,911.915047,36,9.882356123,1.384618075,67.5815878,79.28563813,-56.5021042
2025-09-07,909.1913708,608.7045936,581.3473351,37,4.850901313,4.671403366,36.05885914,4.494340732,33.04989322
2025-09-08,1000.504151,892.5102602,823.5891218,38,1.231570288,1.896669763,17.68258824,7.722167632,10.79394732
2025-09-09,856.7439736,797.185178,704.5759756,39,10.69845046,3.296798138,17.76119852,11.61702512,6.951761251
2025-09-10,1109.431861,1494.986517,744.4715233,40,11.93562241,4.027508475,32.89614719,50.20212457,-34.7524412
2025-09-11,874.8037642,939.3654572,631.173744,41,12.46144346,4.234683879,27.84967671,32.80849969,-7.380134339
2025-09-12,2436.045454,2020.947365,546.2299081,42,13.17848985,3.053086742,77.57718736,72.97159157,17.03983348
2025-09-13,2640.592574,3158.369252,692.7178525,43,11.16389924,3.185676071,73.76657576,78.06723035,-19.60835164
2025-09-14,1002.839559,495.6958159,505.4700157,44,2.295533629,9.55530179,49.59612322,-1.971814059,50.57077561
2025-09-15,932.9617391,805.6511947,562.9843109,45,3.422258412,8.897816554,39.65622734,30.12058885,13.64584838
2025-09-16,856.3987207,868.9193296,457.0756008,46,12.37525347,9.640999984,46.62817801,47.39723411,-1.462006955
2025-09-17,982.7902769,1204.744589,519.4314021,47,14.43324433,9.504102222,47.1472791,56.88452086,-22.58409731
2025-09-18,891.6874752,988.6694102,410.571273,48,15.23039309,10.05379159,53.95569811,58.47233982,-10.87622488
2025-09-19,2097.934251,1748.331388,767.2312099,49,16.04488453,4.074504658,63.42920616,56.11637386,16.66414777
